Wall time,Step,Value
1655398797.2071486,0,1.7886912822723389
1655398823.3950603,1,1.297637701034546
1655398849.4119565,2,1.110573172569275
1655398875.2044945,3,0.9483153223991394
1655398901.0678136,4,0.8036892414093018
1655398926.368403,5,0.6712659597396851
1655398951.725019,6,0.540267288684845
1655398977.3302324,7,0.4104938209056854
1655399003.2007833,8,0.303828626871109
1655399028.5844953,9,0.22654257714748383
1655399053.909115,10,0.15856973826885223
1655399079.5231817,11,0.12106387317180634
1655399105.3721058,12,0.09388899803161621
1655399130.5428405,13,0.07606412470340729
1655399155.9212067,14,0.06634432077407837
1655399181.5690413,15,0.055096160620450974
1655399207.3369045,16,0.04315318912267685
1655399232.6357698,17,0.03702731430530548
1655399257.8560326,18,0.02741563320159912
1655399283.6823115,19,0.026700574904680252
1655399309.3182201,20,0.02908608503639698
1655399334.5575786,21,0.02606360614299774
1655399359.8664653,22,0.023868393152952194
1655399385.7392776,23,0.01889290101826191
1655399411.2485025,24,0.013387411832809448
1655399436.6013916,25,0.009844858199357986
1655399461.822162,26,0.007873834110796452
1655399487.7922323,27,0.006256185472011566
1655399513.2475395,28,0.004117261152714491
1655399538.32394,29,0.0049837022088468075
1655399563.7445283,30,0.004105003550648689
1655399589.7288356,31,0.002772178966552019
1655399615.0341907,32,0.0020820859353989363
1655399640.2938993,33,0.0031395459081977606
1655399665.5743783,34,0.0018875467358157039
1655399691.586802,35,0.0016957928892225027
1655399716.959089,36,0.001619423390366137
1655399742.2211719,37,0.0019651507027447224
1655399767.5053115,38,0.0013740190770477057
1655399793.4759116,39,0.0011749722762033343
1655399818.7856965,40,0.0012112969998270273
1655399844.0705376,41,0.001027624006383121
1655399869.4112256,42,0.0009211252327077091
1655399895.4326487,43,0.0016114000463858247
1655399920.6985066,44,0.0009387091849930584
1655399946.0193655,45,0.0013039158657193184
1655399971.422207,46,0.0008533669752068818
1655399997.3478117,47,0.000980576267465949
1655400022.6322773,48,0.0008848351426422596
1655400048.0988715,49,0.0008597639971412718
1655400073.6963267,50,0.0007587173604406416
1655400099.576723,51,0.0006497529102489352
1655400124.8369145,52,0.000560121494345367
1655400150.3102055,53,0.0007045373786240816
1655400175.885171,54,0.0006278588552959263
1655400201.6548166,55,0.0007361460593529046
1655400226.9063122,56,0.0006347080925479531
1655400252.2289343,57,0.0005571309011429548
1655400274.5999804,58,0.000600024126470089
1655400294.1448972,59,0.0005335970781743526
1655400312.9493177,60,0.0005197894643060863
1655400331.5010798,61,0.0006097219884395599
1655400350.535944,62,0.0005429794546216726
1655400369.5843592,63,0.0005565047031268477
1655400388.167958,64,0.0007021002820692956
1655400406.6479712,65,0.0008229291997849941
1655400425.701796,66,0.0007508747512474656
1655400444.7936385,67,0.000645625579636544
1655400463.3291342,68,0.0005893633933737874
1655400481.8166273,69,0.0005422543035820127
1655400500.7904537,70,0.0005110701895318925
1655400519.8372657,71,0.00048309884732589126
1655400538.3165677,72,0.0005016125505790114
1655400556.8587914,73,0.0005214554257690907
1655400575.9267457,74,0.00047545309644192457
1655400594.924574,75,0.0005998247070237994
1655400613.4900677,76,0.0008026144350878894
1655400632.043091,77,0.0004916902398690581
1655400651.142349,78,0.00048464909195899963
1655400670.0339818,79,0.000541209417860955
1655400688.5870268,80,0.0004780518647748977
1655400707.192434,81,0.0004739103897009045
1655400726.37056,82,0.0004589346353895962
1655400745.3422892,83,0.000496733991894871
1655400763.8492658,84,0.0005040280520915985
1655400782.393135,85,0.00042666561785154045
1655400801.683379,86,0.00041823077481240034
1655400820.6923137,87,0.0004572914622258395
1655400839.2806692,88,0.00041486628470011055
1655400857.837992,89,0.0004477659531403333
1655400876.9646919,90,0.00046750588808208704
1655400895.9503734,91,0.00045160125591792166
1655400911.4117248,92,0.0004951267619617283
1655400924.964964,93,0.0004280231078155339
1655400938.460925,94,0.0004637397942133248
1655400952.0496345,95,0.00046816037502139807
1655400965.3274899,96,0.00047719498979859054
1655400978.5736418,97,0.0004859294858761132
1655400991.6601186,98,0.000425151054514572
1655401005.2725239,99,0.00046971841948106885
