Wall time,Step,Value
1655382346.1310182,0,1.8596755266189575
1655382434.2090566,1,1.4046967029571533
1655382523.3623397,2,1.2642487287521362
1655382610.4085395,3,1.1558899879455566
1655382699.131396,4,1.0612729787826538
1655382788.08689,5,0.9805236458778381
1655382876.288068,6,0.9026254415512085
1655382964.7448232,7,0.8326578736305237
1655383053.3863652,8,0.7615432143211365
1655383141.4933863,9,0.6984424591064453
1655383229.165388,10,0.6350824236869812
1655383317.762971,11,0.5730671882629395
1655383406.4507043,12,0.5094087719917297
1655383493.5306404,13,0.4453630745410919
1655383582.231917,14,0.38654667139053345
1655383671.186579,15,0.3308917284011841
1655383758.9442594,16,0.2764049470424652
1655383847.5143461,17,0.22937802970409393
1655383936.2042096,18,0.18660616874694824
1655384024.7598348,19,0.15445855259895325
1655384112.4760537,20,0.1237223893404007
1655384192.7965105,21,0.09936264902353287
1655384269.5819085,22,0.08225805312395096
1655384365.9780853,23,0.06866039335727692
1655384465.976215,24,0.05815529450774193
1655384565.5318873,25,0.05095888301730156
1655384664.6525538,26,0.04276109114289284
1655384764.8210745,27,0.03624018654227257
1655384864.5829773,28,0.0320858359336853
1655384964.249579,29,0.028416793793439865
1655385062.8554292,30,0.02666362002491951
1655385162.5963364,31,0.02286730892956257
1655385262.3036876,32,0.020707489922642708
1655385361.0162983,33,0.019307274371385574
1655385460.7332191,34,0.017296990379691124
1655385560.4480586,35,0.016320832073688507
1655385659.1032524,36,0.015068268403410912
1655385759.5357106,37,0.01412738487124443
1655385859.5851324,38,0.012787454761564732
1655385958.9329402,39,0.012197787873446941
1655386057.8228145,40,0.01132467295974493
1655386157.5704558,41,0.010933632962405682
1655386257.269323,42,0.010366429574787617
1655386355.8167386,43,0.009587708860635757
1655386455.524003,44,0.009150031954050064
1655386555.226261,45,0.008615595288574696
1655386653.8521843,46,0.008442942053079605
1655386753.9520185,47,0.007954158820211887
1655386854.265223,48,0.007628912106156349
1655386953.4062972,49,0.007406215183436871
1655387052.5577264,50,0.006959912832826376
1655387152.1866941,51,0.006701248232275248
1655387251.885412,52,0.006887699477374554
1655387350.5074406,53,0.006432162132114172
1655387450.2211828,54,0.005973046645522118
1655387549.871312,55,0.005835918243974447
1655387648.5377262,56,0.005652144085615873
1655387748.396136,57,0.005373961757868528
1655387848.8953097,58,0.004986883606761694
1655387947.8923175,59,0.004837629850953817
1655388047.2346153,60,0.004857259336858988
1655388146.9363875,61,0.004715557675808668
1655388246.446643,62,0.00454883323982358
1655388345.2079031,63,0.004494106397032738
1655388444.6924958,64,0.004408714361488819
1655388544.6008904,65,0.0042869015596807
1655388642.9280577,66,0.004110950976610184
1655388742.8238494,67,0.004024251829832792
1655388842.7654335,68,0.0039106253534555435
1655388941.974011,69,0.003901582444086671
1655389041.4107077,70,0.003910271916538477
1655389141.6178725,71,0.003729365998879075
1655389240.7917955,72,0.0034702345728874207
1655389339.9501634,73,0.003378653433173895
1655389439.0590978,74,0.0033022956922650337
1655389539.2109017,75,0.0033376070205122232
1655389637.3160079,76,0.00326750660315156
1655389737.536162,77,0.003315207315608859
1655389837.052663,78,0.0030617339070886374
1655389936.4665866,79,0.0030089044012129307
1655390036.108959,80,0.002929741283878684
1655390136.3280914,81,0.0030326242558658123
1655390235.3947537,82,0.0028175623156130314
1655390334.5669065,83,0.002921546809375286
1655390433.684535,84,0.0028201958630234003
1655390533.9359336,85,0.002830181736499071
1655390632.0325327,86,0.002724588615819812
1655390732.2701294,87,0.0027113717515021563
1655390831.544053,88,0.0026928866282105446
1655390930.906565,89,0.0026863995008170605
1655391030.7271905,90,0.0025981664657592773
1655391130.9446673,91,0.002468879334628582
1655391230.0506837,92,0.0025373727548867464
1655391329.182533,93,0.0025915727019309998
1655391428.4398155,94,0.002487458288669586
1655391528.4219947,95,0.002311883494257927
1655391626.6938214,96,0.0023099302779883146
1655391726.7125075,97,0.0023427067790180445
1655391826.19595,98,0.0022376521956175566
1655391925.1106462,99,0.002168763428926468
