Wall time,Step,Value
1655036213.7517838,0,2.7682487964630127
1655036226.4083257,1,1.864206075668335
1655036239.41793,2,1.6547850370407104
1655036252.0223076,3,1.4867846965789795
1655036263.5834055,4,1.377629041671753
1655036275.3698409,5,1.2861313819885254
1655036287.8052058,6,1.2048463821411133
1655036299.8529387,7,1.1304757595062256
1655036311.9754386,8,1.051423192024231
1655036324.1276927,9,0.9842916131019592
1655036335.8543124,10,0.9093306660652161
1655036347.5881317,11,0.8459740281105042
1655036359.251104,12,0.7710927724838257
1655036370.9459996,13,0.7072851061820984
1655036382.5765913,14,0.6395696401596069
1655036394.268406,15,0.5604739785194397
1655036405.9676332,16,0.4972480237483978
1655036417.653379,17,0.4260295033454895
1655036429.2733142,18,0.3689064085483551
1655036440.934013,19,0.3060886263847351
1655036452.6062493,20,0.2622694671154022
1655036464.2651217,21,0.22212399542331696
1655036475.8896167,22,0.18405784666538239
1655036487.6047664,23,0.1574687361717224
1655036498.914596,24,0.13510459661483765
1655036509.9538975,25,0.10531787574291229
1655036520.9968727,26,0.0920066237449646
1655036532.0371523,27,0.0793970599770546
1655036543.0747385,28,0.06477412581443787
1655036554.121591,29,0.05683257803320885
1655036565.1664436,30,0.0511876605451107
1655036576.2199595,31,0.04627605900168419
1655036587.2579796,32,0.04314272850751877
1655036598.2841432,33,0.0402459055185318
1655036609.3048756,34,0.03805379197001457
1655036620.308592,35,0.030776314437389374
1655036631.3408053,36,0.029148532077670097
1655036642.362509,37,0.025966573506593704
1655036653.3943408,38,0.024050656706094742
1655036664.4270282,39,0.022843848913908005
1655036675.45548,40,0.02276112325489521
1655036686.495626,41,0.021731026470661163
1655036697.5645366,42,0.02034652978181839
1655036708.6011517,43,0.020865481346845627
1655036719.648888,44,0.020010866224765778
1655036730.6644309,45,0.018836520612239838
1655036741.6810126,46,0.017781460657715797
1655036752.692243,47,0.017555922269821167
1655036763.684319,48,0.016865652054548264
1655036774.767353,49,0.016282226890325546
1655036785.771355,50,0.01441522128880024
1655036796.9840078,51,0.01428996305912733
1655036808.0643144,52,0.01313689909875393
1655036819.1012568,53,0.014249083586037159
1655036830.1835973,54,0.013378730975091457
1655036841.2242808,55,0.014608751982450485
1655036852.2619784,56,0.014457236975431442
1655036863.2719066,57,0.01348518580198288
1655036874.27452,58,0.011835889890789986
1655036885.2783911,59,0.011492675170302391
1655036896.3186092,60,0.011166819371283054
1655036907.372434,61,0.010875134728848934
1655036918.424662,62,0.011637995019555092
1655036929.4511847,63,0.011428069323301315
1655036940.4641442,64,0.010439746081829071
1655036951.4907997,65,0.011302372440695763
1655036962.5239844,66,0.009809888899326324
1655036973.5887938,67,0.009343062527477741
1655036984.5871246,68,0.009065845981240273
1655036995.5800085,69,0.009906366467475891
1655037006.56876,70,0.008768471889197826
1655037017.5875814,71,0.009603794664144516
1655037028.6202207,72,0.008156783878803253
1655037039.7137506,73,0.008292303420603275
1655037050.7926476,74,0.007706730160862207
1655037061.8087666,75,0.0072122192941606045
1655037072.834159,76,0.007393861189484596
1655037083.84598,77,0.007312873378396034
1655037094.849369,78,0.006595097482204437
1655037105.8270712,79,0.006548536941409111
1655037116.8483105,80,0.006327515468001366
1655037127.8881423,81,0.006497546564787626
1655037138.9059112,82,0.0058176047168672085
1655037149.9246948,83,0.005967444274574518
1655037160.930568,84,0.006019983906298876
1655037171.972389,85,0.00559609429910779
1655037182.9953072,86,0.005266301799565554
1655037194.0006027,87,0.005664007272571325
1655037205.014203,88,0.005228513386100531
1655037216.3377838,89,0.004799815826117992
1655037228.0319686,90,0.004670675378292799
1655037240.2710373,91,0.0042960504069924355
1655037252.4095144,92,0.004254843108355999
1655037264.5701752,93,0.003733080578967929
1655037276.4586704,94,0.0036479532718658447
1655037288.9907067,95,0.0036245337687432766
1655037300.895816,96,0.0037932530976831913
1655037312.7487879,97,0.003899280447512865
1655037324.6200895,98,0.0040743607096374035
1655037336.506786,99,0.0035559760872274637
1655037348.3800743,100,0.0032374702859669924
1655037360.2371833,101,0.0031161026563495398
1655037372.134717,102,0.0028231556061655283
1655037384.018377,103,0.00285934004932642
1655037395.9501615,104,0.0028040052857249975
1655037407.8753912,105,0.0025838285218924284
1655037419.778981,106,0.002562400186434388
1655037431.6934748,107,0.0023171117063611746
1655037443.6146579,108,0.0022849026136100292
1655037455.492934,109,0.0021415390074253082
1655037467.4505706,110,0.002145926933735609
1655037479.3840451,111,0.0018977540312334895
1655037491.2764125,112,0.002035762183368206
1655037503.1689942,113,0.0018298219656571746
1655037515.0603433,114,0.0018835600931197405
1655037526.961389,115,0.0015643273945897818
1655037538.858864,116,0.0014779198681935668
1655037550.781027,117,0.0013288892805576324
1655037562.722306,118,0.0015594909200444818
1655037574.6413221,119,0.0013961795484647155
1655037586.522057,120,0.0011918419040739536
1655037598.4382048,121,0.0012289368314668536
