Wall time,Step,Value
1655041124.8387659,0,2.890439033508301
1655041136.844617,1,1.8002989292144775
1655041148.5646102,2,1.5815939903259277
1655041160.350573,3,1.4538849592208862
1655041172.1261353,4,1.3542323112487793
1655041183.8323135,5,1.264973521232605
1655041195.5489557,6,1.187860131263733
1655041207.5124876,7,1.1099482774734497
1655041218.8707407,8,1.0399736166000366
1655041229.995425,9,0.9674496054649353
1655041241.149935,10,0.9046072363853455
1655041252.2897863,11,0.838020920753479
1655041263.430381,12,0.7588334083557129
1655041274.5789597,13,0.6982571482658386
1655041285.7419164,14,0.6250607967376709
1655041297.3044903,15,0.5538296103477478
1655041308.4935179,16,0.4823906421661377
1655041319.6905353,17,0.42690393328666687
1655041330.885752,18,0.3645143210887909
1655041342.0849705,19,0.30532577633857727
1655041353.3080328,20,0.2614055871963501
1655041364.54473,21,0.2098945677280426
1655041375.7002616,22,0.17750146985054016
1655041386.8903148,23,0.15290924906730652
1655041398.0785458,24,0.12453801184892654
1655041409.3297145,25,0.10719747096300125
1655041420.5213065,26,0.09165684878826141
1655041431.670169,27,0.07642325013875961
1655041442.8910668,28,0.07357123494148254
1655041454.022689,29,0.057667747139930725
1655041465.238203,30,0.054586052894592285
1655041476.432371,31,0.04886157065629959
1655041487.6129165,32,0.04188548028469086
1655041498.8861737,33,0.0367954820394516
1655041510.1022413,34,0.03223191201686859
1655041521.308554,35,0.031244106590747833
1655041532.5177984,36,0.02708691544830799
1655041543.744253,37,0.026760200038552284
1655041554.9348555,38,0.024231206625699997
1655041566.1234968,39,0.024649130180478096
1655041577.3497012,40,0.024657070636749268
1655041588.5736723,41,0.021435827016830444
1655041600.0587044,42,0.020982762798666954
1655041611.2621598,43,0.02024117484688759
1655041622.5698178,44,0.019917292520403862
1655041633.7615476,45,0.018282951787114143
1655041644.9429111,46,0.018707722425460815
1655041656.2445805,47,0.017514554783701897
1655041667.4415889,48,0.01676165871322155
1655041678.6823602,49,0.015612774528563023
1655041689.8683407,50,0.014435450546443462
1655041701.1299388,51,0.01532808504998684
1655041712.3968432,52,0.015169437043368816
1655041723.599248,53,0.013705877587199211
1655041734.835126,54,0.013873796910047531
1655041746.0423884,55,0.01411514263600111
1655041757.2884073,56,0.014125439338386059
1655041768.482344,57,0.01346502173691988
1655041779.6878536,58,0.012785810977220535
1655041790.9521792,59,0.011197549290955067
1655041802.1778026,60,0.011217789724469185
1655041813.424491,61,0.011750753968954086
1655041824.6539288,62,0.01182953454554081
1655041835.8501353,63,0.01089579425752163
1655041847.1119554,64,0.01044843066483736
1655041858.3740556,65,0.01082043256610632
1655041869.639237,66,0.010198681615293026
1655041880.8751621,67,0.00952745322138071
1655041892.1107073,68,0.009556043893098831
1655041903.3392868,69,0.008396168239414692
1655041914.6538491,70,0.008657936938107014
1655041925.8716035,71,0.009384541772305965
1655041937.1339538,72,0.008143206126987934
1655041948.3886762,73,0.008694472722709179
1655041959.6437876,74,0.007965311408042908
1655041970.8756611,75,0.007820182479918003
1655041982.1575093,76,0.007878931239247322
1655041993.4609807,77,0.008102686144411564
1655042004.6785903,78,0.007263928186148405
1655042015.9069173,79,0.007034909445792437
1655042027.187262,80,0.006575955543667078
1655042038.445073,81,0.006218897644430399
1655042049.6805673,82,0.005648795980960131
1655042060.9376578,83,0.006618973333388567
1655042072.1944318,84,0.0059126210398972034
1655042083.4270544,85,0.005434361286461353
1655042094.7186854,86,0.005510885268449783
1655042105.954563,87,0.005425300914794207
1655042117.1674922,88,0.004948475863784552
1655042128.4586375,89,0.004653105512261391
1655042139.7250695,90,0.0043167066760361195
1655042150.9686394,91,0.005087070632725954
1655042162.2098658,92,0.004622198641300201
1655042173.5228956,93,0.003939208574593067
1655042184.768576,94,0.004055850673466921
1655042196.0338225,95,0.003939308226108551
1655042207.379558,96,0.003711708588525653
1655042218.6319177,97,0.0035495576448738575
1655042229.9665935,98,0.0037141037173569202
1655042241.2747316,99,0.0034234682098031044
1655042252.5542233,100,0.0033123071771115065
1655042263.8158607,101,0.0031729256734251976
1655042275.116847,102,0.0029572199564427137
1655042286.4521604,103,0.0027848242316395044
1655042297.7104616,104,0.0027512116357684135
1655042309.0545845,105,0.002762546995654702
1655042320.3494163,106,0.0026706927455961704
1655042331.635099,107,0.0023259776644408703
1655042342.9200554,108,0.002148241037502885
1655042354.2296786,109,0.002189170103520155
1655042365.5237665,110,0.0020069945603609085
1655042376.8054407,111,0.0020242726895958185
1655042388.0710292,112,0.001760022947564721
1655042399.3564625,113,0.0018071135273203254
1655042410.7347662,114,0.0018215938471257687
1655042422.032728,115,0.0017740264302119613
1655042433.3247595,116,0.001439237268641591
1655042444.6159718,117,0.0016254981746897101
1655042455.9207058,118,0.0014136255485937
1655042467.2079213,119,0.001408588606864214
1655042478.5487194,120,0.001330957398749888
1655042489.8961372,121,0.0013652375200763345
1655042501.2308156,122,0.0012531636748462915
1655042512.5332537,123,0.0010575425112619996
1655042523.8720822,124,0.0011476816143840551
1655042535.1915305,125,0.0010154612828046083
1655042546.5490549,126,0.0009345186990685761
1655042557.9396691,127,0.0008187353378161788
1655042569.2944214,128,0.0007960650837048888
1655042580.5939624,129,0.0008538077236153185
1655042591.887253,130,0.0007082378142513335
1655042603.293055,131,0.0005514204385690391
1655042614.6661375,132,0.000550032127648592
1655042625.9966505,133,0.000577639730181545
1655042637.3027067,134,0.0005903791170567274
1655042648.605747,135,0.0005158682470209897
1655042659.934913,136,0.0005023353733122349
1655042671.2927332,137,0.0004759900621138513
1655042682.6161492,138,0.00045371506712399423
1655042693.92426,139,0.00043956522131338716
1655042705.2981365,140,0.0003773705684579909
1655042716.7154746,141,0.0003205040411558002
1655042728.067969,142,0.00031207851134240627
1655042739.4129786,143,0.0003157349128741771
1655042750.766914,144,0.00029928534058853984
1655042762.132406,145,0.0002928716712631285
1655042773.5253778,146,0.0002432556211715564
1655042784.8516061,147,0.00020051698083989322
1655042796.2011592,148,0.0002044201537501067
1655042807.541144,149,0.00020764692453667521
1655042818.9106958,150,0.00020643268362618983
1655042830.2579446,151,0.00020455515186768025
1655042841.5866978,152,0.00018020524294115603
1655042852.9118917,153,0.00015734358748886734
1655042864.246968,154,0.00014006115088704973
1655042875.5979548,155,0.00012837977556046098
1655042886.9687586,156,0.00012112365948269144
1655042898.363303,157,0.00011644265032373369
1655042909.7426562,158,0.00011160912254126742
1655042921.093903,159,0.00010806589125422761
1655042932.4742823,160,0.00010794310946948826
1655042943.8016398,161,0.00010790667874971405
1655042955.1751108,162,0.00010548602585913613
1655042966.556183,163,0.00010451621346874163
1655042977.897903,164,0.00010262709110975266
1655042989.2490313,165,0.00010259194095851853
1655043000.614559,166,0.00010156456846743822
1655043011.9492097,167,0.00010180565732298419
1655043023.3120291,168,0.0001009732368402183
1655043034.6849988,169,0.00010014659346779808
1655043046.0320482,170,9.991862316383049e-05
1655043057.3871634,171,9.94146685115993e-05
1655043068.75591,172,9.904795297188684e-05
1655043080.1192544,173,9.841877181315795e-05
1655043091.5107927,174,9.796876111067832e-05
1655043102.9284556,175,9.775779471965507e-05
1655043114.2940915,176,9.780226537259296e-05
1655043125.677846,177,9.731677710078657e-05
1655043137.0415676,178,9.723197581479326e-05
1655043148.4087358,179,9.689784201327711e-05
1655043159.7773778,180,9.66268198681064e-05
1655043171.1367033,181,9.653928282205015e-05
1655043182.5358226,182,9.644304373068735e-05
1655043193.9777684,183,9.623349615139887e-05
1655043205.3784637,184,9.580969344824553e-05
1655043216.7627585,185,9.581951599102467e-05
1655043228.151999,186,9.563874482410029e-05
1655043239.5297222,187,9.594160655979067e-05
